,html,is_article
57,"<a class=""css-777zgl"" href=""#after-dfp-ad-mid3"">SKIP ADVERTISEMENT</a>",0
58,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://interactive/7f0874b1-be06-502d-8659-bac549c05e01"" href=""https://www.nytimes.com/interactive/2024/01/04/upshot/nfl-playoff-picture-week-18.html""><p class=""indicate-hover css-on97le"">Mapping the Paths That Remain in Week 18 of the N.F.L. Playoffs</p><p class=""summary-class css-1hkeunz"">Here are detailed tables and scenarios to explain the remaining paths to the playoffs.</p><p class=""css-1esztn"" data-ttr=""1"">7 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/03/multimedia/2024-01-02-nfl-playoff-trees-week-18-index/2024-01-02-nfl-playoff-trees-week-18-index-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">The New York Times</span></figcaption></figure></a></section>",1
59,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://interactive/7f0874b1-be06-502d-8659-bac549c05e01"" href=""https://www.nytimes.com/interactive/2024/01/04/upshot/nfl-playoff-picture-week-18.html""><p class=""indicate-hover css-on97le"">Mapping the Paths That Remain in Week 18 of the N.F.L. Playoffs</p><p class=""summary-class css-1hkeunz"">Here are detailed tables and scenarios to explain the remaining paths to the playoffs.</p><p class=""css-1esztn"" data-ttr=""1"">7 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/03/multimedia/2024-01-02-nfl-playoff-trees-week-18-index/2024-01-02-nfl-playoff-trees-week-18-index-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">The New York Times</span></figcaption></figure></a>",1
60,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/86401b92-10e2-5c48-9821-33865a7c2766"" href=""https://theathletic.com/5183283/2024/01/06/steelers-ravens-takeaways-result-week-18/""><p class=""indicate-hover css-66vf3i"">The Steelers improved their playoff hopes with a 17-10 win over the Ravens.</p><p class=""css-12at7v6"">From The Athletic</p></a></section>",1
61,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://promo/86401b92-10e2-5c48-9821-33865a7c2766"" href=""https://theathletic.com/5183283/2024/01/06/steelers-ravens-takeaways-result-week-18/""><p class=""indicate-hover css-66vf3i"">The Steelers improved their playoff hopes with a 17-10 win over the Ravens.</p><p class=""css-12at7v6"">From The Athletic</p></a>",1
62,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/27f4eb5c-35fb-5485-bbe2-3120f32f4712"" href=""https://www.nytimes.com/2024/01/05/nyregion/the-weekender.html""><p class=""css-ae0yjg""><span class=""css-19zj3jw"">THE WEEKENDER</span></p><p class=""indicate-hover css-1ozlsow"">The Cats of Chile’s Largest Prison</p><p class=""summary-class css-1hkeunz"">Also in this edition: the plan to make Travis Kelce a star, and predictions for life in 2024.</p><p class=""css-1esztn"" data-ttr=""1"">2 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/arts/06weekender-promo-grid/06weekender-promo-grid-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a></section>",1
63,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/27f4eb5c-35fb-5485-bbe2-3120f32f4712"" href=""https://www.nytimes.com/2024/01/05/nyregion/the-weekender.html""><p class=""css-ae0yjg""><span class=""css-19zj3jw"">THE WEEKENDER</span></p><p class=""indicate-hover css-1ozlsow"">The Cats of Chile’s Largest Prison</p><p class=""summary-class css-1hkeunz"">Also in this edition: the plan to make Travis Kelce a star, and predictions for life in 2024.</p><p class=""css-1esztn"" data-ttr=""1"">2 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt="""" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt="""" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/06/arts/06weekender-promo-grid/06weekender-promo-grid-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture></figure></a>",1
64,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://interactive/76a97877-789f-5d84-aa87-b2326313c428"" href=""https://www.nytimes.com/interactive/2024/01/05/briefing/news-quiz-hamas-israel.html""><p class=""indicate-hover css-66vf3i"">Did you follow the news this week? Take our quiz.</p></a></section>",0
65,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://interactive/76a97877-789f-5d84-aa87-b2326313c428"" href=""https://www.nytimes.com/interactive/2024/01/05/briefing/news-quiz-hamas-israel.html""><p class=""indicate-hover css-66vf3i"">Did you follow the news this week? Take our quiz.</p></a>",0
66,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://interactive/48a59fdd-b4c1-52b8-85be-60a6e1e97615"" href=""https://www.nytimes.com/interactive/2024/01/05/upshot/flashback.html""><p class=""indicate-hover css-66vf3i"">Play Flashback, your weekly history quiz.</p></a></section>",0
67,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://interactive/48a59fdd-b4c1-52b8-85be-60a6e1e97615"" href=""https://www.nytimes.com/interactive/2024/01/05/upshot/flashback.html""><p class=""indicate-hover css-66vf3i"">Play Flashback, your weekly history quiz.</p></a>",0
68,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section></section>",0
69,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
70,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section></section>",0
71,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
72,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section></section>",0
73,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
74,"<section class=""css-147kb3k story-wrapper""><section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section></section>",0
75,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
76,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5e884756-9a49-543b-8b27-6a2d02ce167a"" href=""https://www.nytimes.com/2024/01/06/us/politics/lloyd-austin-hospitalization.html""><p class=""indicate-hover css-on97le"">Defense Secretary Kept White House in the Dark About His Hospitalization</p><p class=""summary-class css-1hkeunz"">Lloyd Austin issued a statement Saturday night saying, “I take full responsibility for my decision about disclosure.”</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></a></section>",1
77,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/5e884756-9a49-543b-8b27-6a2d02ce167a"" href=""https://www.nytimes.com/2024/01/06/us/politics/lloyd-austin-hospitalization.html""><p class=""indicate-hover css-on97le"">Defense Secretary Kept White House in the Dark About His Hospitalization</p><p class=""summary-class css-1hkeunz"">Lloyd Austin issued a statement Saturday night saying, “I take full responsibility for my decision about disclosure.”</p><p class=""css-1esztn"" data-ttr=""1"">3 min read</p></a>",1
78,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/2596d0dc-9519-5b19-9bbf-5fb75a64a4ab"" href=""https://www.nytimes.com/2024/01/06/world/canada/quebec-nordiques-hockey.html""><p class=""indicate-hover css-66vf3i"">Quebec Still Longs for Its Lost Hockey Team, a Nationalist Symbol</p><p class=""summary-class css-1hkeunz"">Ever since the Quebec Nordiques decamped in 1995, leaving a hole in the Francophone city, vote-seeking officials have vowed to bring them back.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a></section>",1
79,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/2596d0dc-9519-5b19-9bbf-5fb75a64a4ab"" href=""https://www.nytimes.com/2024/01/06/world/canada/quebec-nordiques-hockey.html""><p class=""indicate-hover css-66vf3i"">Quebec Still Longs for Its Lost Hockey Team, a Nationalist Symbol</p><p class=""summary-class css-1hkeunz"">Ever since the Quebec Nordiques decamped in 1995, leaving a hole in the Francophone city, vote-seeking officials have vowed to bring them back.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a>",1
80,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/7116ac5c-adf4-53dc-a5c7-ea2eaad2f925"" href=""https://www.nytimes.com/2024/01/06/health/retirement-income-middle-class.html""><p class=""indicate-hover css-66vf3i"">The Income Gap Jeopardizing Retirement for Millions</p><p class=""summary-class css-1hkeunz"">Americans in the lower middle class are losing ground financially, researchers have found.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a></section>",1
81,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri=""nyt://article/7116ac5c-adf4-53dc-a5c7-ea2eaad2f925"" href=""https://www.nytimes.com/2024/01/06/health/retirement-income-middle-class.html""><p class=""indicate-hover css-66vf3i"">The Income Gap Jeopardizing Retirement for Millions</p><p class=""summary-class css-1hkeunz"">Americans in the lower middle class are losing ground financially, researchers have found.</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a>",1
82,"<section><section class=""css-147kb3k story-wrapper""><figure class=""css-hurk9l""><figcaption aria-hidden=""true"" class=""css-1kpof33""><span class=""css-1j306sm"">Annie Karni, Claire Hogan, Meg Felling and Kassie Bracken</span></figcaption></figure></section></section>",0
83,"<section class=""css-147kb3k story-wrapper""><figure class=""css-hurk9l""><figcaption aria-hidden=""true"" class=""css-1kpof33""><span class=""css-1j306sm"">Annie Karni, Claire Hogan, Meg Felling and Kassie Bracken</span></figcaption></figure></section>",0
84,"<a class=""css-777zgl"" href=""#after-dfp-ad-mid4"">SKIP ADVERTISEMENT</a>",0
85,"<section class=""story-wrapper css-17avoc5""><figure class=""container-margin css-hurk9l""><picture class=""css-hdqqnp""></picture></figure><p class=""indicate-hover css-155pfad""></p></section>",0
86,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
87,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
88,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
89,"<section class=""css-147kb3k story-wrapper""><figure class=""container-margin css-125baf0""><picture class=""css-hdqqnp""></picture></figure></section>",0
90,"<a aria-hidden=""false"" class=""css-9mylee"" data-uri="""" href=""https://www.nytimes.com/section/opinion""><span>Opinion</span></a>",0
91,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/f333f3d6-aae9-5f15-b262-1df09b633a01"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-biden-election.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Maureen Dowd"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Maureen Dowd"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2018/04/02/opinion/maureen-dowd/maureen-dowd-thumbLarge.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Maureen Dowd</p><p class=""indicate-hover css-dgqyc1"">Time to Conquer Hell</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></a></section>",1
92,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/f333f3d6-aae9-5f15-b262-1df09b633a01"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-biden-election.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Maureen Dowd"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Maureen Dowd"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2018/04/02/opinion/maureen-dowd/maureen-dowd-thumbLarge.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Maureen Dowd</p><p class=""indicate-hover css-dgqyc1"">Time to Conquer Hell</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></a>",2
93,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://interactive/3e8bc29e-7f25-5929-84af-f5710e166375"" href=""https://www.nytimes.com/interactive/2023/12/30/opinion/new-york-housing-solution.html""><p class=""css-1hgbvll"">Vishaan Chakrabarti</p><p class=""indicate-hover css-dgqyc1"">How to Make Room for One Million New Yorkers</p><figure class=""container-margin css-186xh9e""></figure></a></section>",1
94,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://interactive/3e8bc29e-7f25-5929-84af-f5710e166375"" href=""https://www.nytimes.com/interactive/2023/12/30/opinion/new-york-housing-solution.html""><p class=""css-1hgbvll"">Vishaan Chakrabarti</p><p class=""indicate-hover css-dgqyc1"">How to Make Room for One Million New Yorkers</p><figure class=""container-margin css-186xh9e""></figure></a>",2
95,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/a5e7ef09-38d3-5b07-9609-3fec9697fdc1"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-2024-campaign-warning.html""><p class=""css-1hgbvll"">The Editorial Board</p><p class=""indicate-hover css-dgqyc1"">This Election Year Is Unlike Any Other</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></a></section>",1
96,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/a5e7ef09-38d3-5b07-9609-3fec9697fdc1"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-2024-campaign-warning.html""><p class=""css-1hgbvll"">The Editorial Board</p><p class=""indicate-hover css-dgqyc1"">This Election Year Is Unlike Any Other</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></a>",2
97,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/1e02e5d3-be1e-5a8b-b27a-8529a8c173cf"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-election-2024.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Ross Douthat"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Ross Douthat"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2018/04/03/opinion/ross-douthat/ross-douthat-thumbLarge-v2.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Ross Douthat</p><p class=""indicate-hover css-dgqyc1"">Is Trump an Agent or an Accident of History?</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></a></section>",1
98,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/1e02e5d3-be1e-5a8b-b27a-8529a8c173cf"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-election-2024.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Ross Douthat"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Ross Douthat"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2018/04/03/opinion/ross-douthat/ross-douthat-thumbLarge-v2.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Ross Douthat</p><p class=""indicate-hover css-dgqyc1"">Is Trump an Agent or an Accident of History?</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p></a>",2
99,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/93e4791d-6138-5753-9b00-c43c4501e589"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-supreme-court-colorado-ballot.html""><p class=""css-1hgbvll"">Gerard N. Magliocca</p><p class=""indicate-hover css-dgqyc1"">What the Supreme Court Should Not Do in Trump’s Disqualification Case</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a></section>",1
100,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/93e4791d-6138-5753-9b00-c43c4501e589"" href=""https://www.nytimes.com/2024/01/05/opinion/trump-supreme-court-colorado-ballot.html""><p class=""css-1hgbvll"">Gerard N. Magliocca</p><p class=""indicate-hover css-dgqyc1"">What the Supreme Court Should Not Do in Trump’s Disqualification Case</p><p class=""css-1esztn"" data-ttr=""1"">5 min read</p></a>",2
101,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/06879173-5b72-5cfb-acfe-3362803abc80"" href=""https://www.nytimes.com/2024/01/06/opinion/tommy-devito-football-italian.html""><p class=""css-1hgbvll"">Mark Rotella</p><p class=""indicate-hover css-dgqyc1"">The Hand Gesture Heard Round the World</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt=""The face of the New York Giants quarterback Tommy DeVito, framed by hands making a pinched-finger gesture."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""The face of the New York Giants quarterback Tommy DeVito, framed by hands making a pinched-finger gesture."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/08/opinion/sunday/06rotella/06rotella-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">Photo illustration by Frank Augugliaro</span></figcaption></figure></a></section>",1
102,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/06879173-5b72-5cfb-acfe-3362803abc80"" href=""https://www.nytimes.com/2024/01/06/opinion/tommy-devito-football-italian.html""><p class=""css-1hgbvll"">Mark Rotella</p><p class=""indicate-hover css-dgqyc1"">The Hand Gesture Heard Round the World</p><p class=""css-1esztn"" data-ttr=""1"">4 min read</p><figure class=""container-margin css-186xh9e""><picture class=""css-hdqqnp""><source class=""css-hdqqnp"" media=""screen and (min-width: 1px)""/><img alt=""The face of the New York Giants quarterback Tommy DeVito, framed by hands making a pinched-finger gesture."" class=""css-dzl7b5"" loading=""lazy""/><noscript><img alt=""The face of the New York Giants quarterback Tommy DeVito, framed by hands making a pinched-finger gesture."" class=""css-122y91a"" src=""https://static01.nyt.com/images/2024/01/08/opinion/sunday/06rotella/06rotella-square640.jpg?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><figcaption aria-hidden=""true"" class=""css-1p5yz2j""><span class=""css-1j306sm"">Photo illustration by Frank Augugliaro</span></figcaption></figure></a>",2
103,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/ea4dd0aa-f9fc-5670-b475-4cc013600206"" href=""https://www.nytimes.com/2024/01/04/opinion/thin-blue-line-capitol.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Ezekiel Kweku"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Ezekiel Kweku"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2021/03/15/opinion/Ezekiel_Kweku/Ezekiel_Kweku-thumbLarge.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Ezekiel Kweku</p><p class=""indicate-hover css-dgqyc1"">The Flag That Divides America Against Itself</p><p class=""css-1esztn"" data-ttr=""1"">10 min read</p></a></section>",1
104,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/ea4dd0aa-f9fc-5670-b475-4cc013600206"" href=""https://www.nytimes.com/2024/01/04/opinion/thin-blue-line-capitol.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Ezekiel Kweku"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Ezekiel Kweku"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2021/03/15/opinion/Ezekiel_Kweku/Ezekiel_Kweku-thumbLarge.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Ezekiel Kweku</p><p class=""indicate-hover css-dgqyc1"">The Flag That Divides America Against Itself</p><p class=""css-1esztn"" data-ttr=""1"">10 min read</p></a>",2
105,"<section class=""story-wrapper css-17avoc5""><a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/a55a8fd9-9af5-5496-8069-90878a27ca27"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-2024-election-silent-majority.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Jamelle Bouie"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Jamelle Bouie"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2019/01/24/opinion/jamelle-bouie/jamelle-bouie-thumbLarge-v3.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Jamelle Bouie</p><p class=""indicate-hover css-dgqyc1"">Trump Doesn’t Actually Speak for the Silent Majority</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></a></section>",1
106,"<a aria-hidden=""false"" class=""css-rgq5s4"" data-uri=""nyt://article/a55a8fd9-9af5-5496-8069-90878a27ca27"" href=""https://www.nytimes.com/2024/01/06/opinion/trump-2024-election-silent-majority.html""><picture class=""""><source media=""screen and (min-width: 1px)""/><img alt=""Jamelle Bouie"" class=""css-1ii2lp6"" loading=""lazy""/><noscript><img alt=""Jamelle Bouie"" class=""css-122y91a"" src=""https://static01.nyt.com/images/2019/01/24/opinion/jamelle-bouie/jamelle-bouie-thumbLarge-v3.png?format=pjpg&amp;quality=75&amp;auto=webp&amp;disable=upscale""/></noscript></picture><p class=""css-1hgbvll"">Jamelle Bouie</p><p class=""indicate-hover css-dgqyc1"">Trump Doesn’t Actually Speak for the Silent Majority</p><p class=""css-1esztn"" data-ttr=""1"">6 min read</p></a>",2
